Stage,Item,Inventory Selection,Location,Amount,Unit,Database,UUID,Brightway Match Code,Brightway Match Name,Material Group,Tally Material Group,Life Cycle Stage,Description
A4,TPO,,United States,0.0,kg,ecoinvent-3.12-cutoff,4f9f5b30-5f25-5391-8f74-2e7247532fe0,7c97486978bf8a18d3410a4387dde7fa,TPO,Roofing and waterproofing,Roofing membrane,A4,"Thermoplastic polyolefin (TPO) single-ply roof membranes. Various sizes, thicknesses, reinforcings, backings, and performances.  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: A4."
A4,Cold formed steel framing,,United States,0.0,kg,ecoinvent-3.12-cutoff,93844cbb-c476-515f-b0e9-e59d1eec793f,d946184d3ac739a06d3569c72215c006,Cold formed steel framing,Steel,Metal,A4,Cold-formed steel shapes for light framing such as studs and track. Galvanized or ungalvinzed. | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: A4.
A4,Decking,,United States,0.0,kg,ecoinvent-3.12-cutoff,6f36af0e-057f-53b4-9b84-845827af0796,2b05e130f9528f7bc801722ad81d580c,Decking,Steel,Metal,A4,Steel decking for floors and roofs. Includes range of surface treatments (galvanized or uncoated steel to which paint may be applied) and thickness/gauge. | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: A4.
A4,Hollow structural sections HSS,,United States,0.0,kg,ecoinvent-3.12-cutoff,6e1c779b-9c8c-5742-9993-938748a33d22,2ee13f6617aecabf154337a5789fd1b5,Hollow structural sections HSS,Steel,Metal,A4,Hollow structural sections. Fabricated or unfabricated. | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: A4.
A4,Hot-rolled sections,,United States,0.0,kg,ecoinvent-3.12-cutoff,4bf69186-5c4a-548e-9ca4-76ecbddc625a,3f8a3b1045a035181828b02f82b4e139,Hot-rolled sections,Steel,Metal,A4,Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: A4.
A4,Plate,,United States,0.0,kg,ecoinvent-3.12-cutoff,c12d5800-b0b2-5f0c-aac0-865adf5f88e3,23e9c18e787efa0cb9e54d1bae4381ce,Plate,Steel,Metal,A4,"Flat steel products (generally thicker than 1/4"") for structural appliations. Fabricated or unfabricated. | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: A4."
A4,Rebar and reinforcement,,United States,0.0,kg,ecoinvent-3.12-cutoff,87ed7683-6d19-58d2-ba16-454992e2d5e5,9f0b0e654079fbac0e2c476547c62d6e,Rebar and reinforcement,Steel,Metal,A4,"Steel reinforcement bars, including plain carbon steel and low-alloy steel of multiple grades and sizes for concrete and masonry reinforcement applications. Fabricated or unfabricated. Also includes other steel wire and steel mesh products.   | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: A4."
A4,Steel - other,,United States,0.0,kg,ecoinvent-3.12-cutoff,4fa2c94a-018a-5782-ab13-6755b2e8e6f0,d2a421d9e55aabc0489d5745b056ae68,Steel - other,Steel,Metal,A4,Other types of steel or associated components/materials that could not be classified with mat_type. | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: A4.
A4,Wall coverings,,United States,0.0,kg,ecoinvent-3.12-cutoff,98b7235b-7f83-5a8e-8321-f4e663397384,475c0bef26cb472c618b8f7be59aa64a,Wall coverings,Wall coverings,Wall coverings,A4,"Various wall coverings. Primarily composed of textile and vinyl coverings, wallpaper, and miscelaneous trim | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: A4."
A4,Aluminum framed window,,United States,0.0,kg,ecoinvent-3.12-cutoff,1c0b77cc-85a9-508d-b4ba-84932dc208e3,ae450266a237681f18ec5a4e35a5dd49,Aluminum framed window,Windows and frames,Window frame,A4,Aluminum windows and frames. Various. Typically inclusive of hardware | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: A4.
A4,Steel framed window,,United States,0.0,kg,ecoinvent-3.12-cutoff,109ea4d0-503f-546b-afc4-7931cfee3590,9f0b0e654079fbac0e2c476547c62d6e,Steel framed window,Windows and frames,Opening hardware,A4,Steel windows and frames. Various. Typically inclusive of hardware | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: A4.
A4,Softwood framing,,United States,0.0,kg,ecoinvent-3.12-cutoff,ac5d3fdf-8b57-5e01-8b06-c954b2afb1b1,800d9d5c9b202beac263c956ffe0ec3e,Softwood framing,Wood and composites,Wood,A4,Dimensional softwood framing lumber. Excludes heavy timber  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: A4.
A4,Softwood plywood,,United States,0.0,kg,ecoinvent-3.12-cutoff,064c8d9c-9e06-53e9-837d-a710df142bdd,10996c05033da28835d36bb60d005a08,Softwood plywood,Wood and composites,Wood,A4,Various thicknesses of softwood plywood for interior or exterior applications. Typically exclusive of hardwood veneers. | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: A4.
A4,Wood and composites - other,,United States,0.0,kg,ecoinvent-3.12-cutoff,686be641-ce97-51fc-9179-d6e84d332cea,6d0ddf0ae3c8812e3edf2e2f9ff2d2de,Wood and composites - other,Wood and composites,Wood,A4,Other types of wood and composites or associated components/materials that could not be confidently with mat_type | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: A4.
B4-B5,Acoustic ceiling tile fiber,,United States,6082.363261,kg,ecoinvent-3.12-cutoff,32d84f39-8e38-56f6-a862-b69b0af76061,94d28cb7518244233ce4c524f4ed31b9,Acoustic ceiling tile fiber,Acoustic ceilings,Ceiling tile,B4-B5,"Fiber-based acoustic ceiling tiles. Various thicknesses, compositions, finishes, and NRC/CAC ratings | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: B4-B5."
B4-B5,Suspension assembly,,United States,1292.646461,kg,ecoinvent-3.12-cutoff,985b3409-6277-5ea5-911d-41f7b26df454,d6418d3ed7ed3b7e7f5f809823204e52,Suspension assembly,Acoustic ceilings,Ceiling tile,B4-B5,"Steel suspension assemblies for acoustic ceiling tiles. Typically includes tracks, grids, and profile assemblies without associated hangers or hardware. Galvanized or ungalvanized and various finishes.  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: B4-B5."
B4-B5,Adhesives and sealants,,United States,1467.51025,kg,ecoinvent-3.12-cutoff,9e356178-f4b2-538c-b9a2-02a1c2388bd4,a4ec8071e006ee25b9f8e9082cb09dc3,Adhesives and sealants,Adhesives and sealants,Adhesive / Sealant,B4-B5,Various adhesives and sealants | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: B4-B5.
B4-B5,Air and vapor barriers,,United States,559.08795,kg,ecoinvent-3.12-cutoff,e62a4adc-6b50-50cb-a7b8-0f50960f6593,ec2c8a687ca0a75644b4b09569b99d87,Air and vapor barriers,Air and vapor barriers,Vapor barrier,B4-B5,Various air and vapor barriers | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: B4-B5.
B4-B5,Extrusion,,United States,0.0,kg,ecoinvent-3.12-cutoff,f3a69312-175c-5c2c-a717-f86ce19c5ab2,0f4a29836737c959f23373b5dc59d6d9,Extrusion,Aluminum,Metal,B4-B5,"Standard and/or thermally improved aluminum extrusions for various applications. Inclusive of finish where applicable (mill, painted, anodized, etc.). May include manufacturing inputs to storefront/curtain wall systems listed in Windows and frames.  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: B4-B5."
B4-B5,Roll formed metal panel steel,,United States,0.0,kg,ecoinvent-3.12-cutoff,e8718e03-fa95-5c6d-86af-6e395241c163,9f0b0e654079fbac0e2c476547c62d6e,Roll formed metal panel steel,Cladding,Metal,B4-B5,Roll-formed steel cladding panel such as standing seam or box rib; Various thickness and coatings | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: B4-B5.
B4-B5,Stucco finish,,United States,0.0,kg,ecoinvent-3.12-cutoff,2bb6fe3d-b673-50b1-9420-f403d35d435d,62b61f40fecd0b445617b16f24cd6be5,Stucco finish,Cladding,Wall coverings,B4-B5,Portland cement based or synthetic stucco. Excludes insulation for EIFS systems.  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: B4-B5.
B4-B5,Coatings - other,,United States,0.0,kg,ecoinvent-3.12-cutoff,b5aaeba4-4111-546e-8764-9953f884e41e,1a837ee3849f066588a38aba19d15a60,Coatings - other,Coatings,Metal Coating,B4-B5,All other coatings for various surfaces and functions that could not be classified with a mat_type | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: B4-B5.
B4-B5,Paint,,United States,2491.294098,kg,ecoinvent-3.12-cutoff,c99cf905-c925-56f9-8b5d-4c07b3156e25,b3252a77c4dce9e3f8fedbde431c7b81,Paint,Coatings,Coating,B4-B5,Interior and exterior paints for surface decoration and/or protection. Various applications and chemical compositions.   | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: B4-B5.
B4-B5,GFRC general,,United States,0.0,kg,ecoinvent-3.12-cutoff,d1542693-1f34-5a9f-882e-90139cef890b,f40a6d016d02c4406339fb51095c11d2,GFRC general,Concrete,Concrete,B4-B5,"General glass fiber reinforced concrete products. Various shapes, sizes, strengths, applications, and finishes. Excludes GFRC cladding panels which are reported separately.  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: B4-B5."
B4-B5,Precast,,United States,0.0,kg,ecoinvent-3.12-cutoff,29af56bd-95f6-5f94-97d7-304a528b72de,9d5f671f91d687a958b4a1943aa3d3b9,Precast,Concrete,Concrete,B4-B5,"Precast concrete products. Various strengths, mix designs, and applications. May contain reinforcing when LCA modeler selected an EPD that reflects multiple materials.  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: B4-B5."
B4-B5,Ready mix NW 3000,,United States,0.0,kg,ecoinvent-3.12-cutoff,0325064a-561c-58ac-b8d9-9ff1a884f4da,ff1cf2621f46e527d86a91f791410eff,Ready mix NW 3000,Concrete,Concrete,B4-B5,Normal weight ready mix concrete. 3000 PSI. Exclusive of reinforcing. | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: B4-B5.
B4-B5,Aluminum door,,United States,178.901458,kg,ecoinvent-3.12-cutoff,cebfd0cb-d9f7-5557-b49e-bc71d650a954,6f5cf8c1a9792d83c896986c05a1560d,Aluminum door,Doors and frames,Door,B4-B5,"Aluminum doors mainly for exterior applications of various sizes, cores, insulating properties, and finishes.  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: B4-B5."
B4-B5,Aluminum door frame,,United States,97.725595,kg,ecoinvent-3.12-cutoff,35218c21-6434-5aa5-842d-9482ff38bfa4,6f5cf8c1a9792d83c896986c05a1560d,Aluminum door frame,Doors and frames,Door frame,B4-B5,Aluminum door frames. Various. | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: B4-B5.
B4-B5,Doors and frames - other,,United States,167.225472,kg,ecoinvent-3.12-cutoff,08b7021d-0a29-5ab8-a6e2-b84bcbfca91f,6075bf87888355533444f10c70614b2e,Doors and frames - other,Doors and frames,Glazing,B4-B5,"Other doors and frames or associated components/materials such as hardware, finishes, and specialties that could not be classified with mat_type  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: B4-B5."
B4-B5,Doors and frames - other,,United States,171.924157,kg,ecoinvent-3.12-cutoff,56628e59-970c-5d12-bf74-43e0792c6f62,6075bf87888355533444f10c70614b2e,Doors and frames - other,Doors and frames,Opening hardware,B4-B5,"Other doors and frames or associated components/materials such as hardware, finishes, and specialties that could not be classified with mat_type  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: B4-B5."
B4-B5,Steel door,,United States,746.735126,kg,ecoinvent-3.12-cutoff,8c521ed8-2b12-5832-b592-34553d1b0457,9f0b0e654079fbac0e2c476547c62d6e,Steel door,Doors and frames,Door,B4-B5,"Steel doors, interior or exterior applications. Various sizes, cores, gauges, and finishes.  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: B4-B5."
B4-B5,Steel door frame,,United States,75.410934,kg,ecoinvent-3.12-cutoff,72a003d0-36c2-577d-867c-9dee64469c74,9f0b0e654079fbac0e2c476547c62d6e,Steel door frame,Doors and frames,Door frame,B4-B5,Steel door frames. Various | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: B4-B5.
B4-B5,Wood or composite door,,United States,820.61441,kg,ecoinvent-3.12-cutoff,59805274-4fff-5a14-9e14-b43546b3d16a,b9788e7d42c3eb3c6a0cc42c9c8fab6a,Wood or composite door,Doors and frames,Door,B4-B5,"Wood or wood composite doors for interior or exterior applications. Various cores, species, and finishes.  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: B4-B5."
B4-B5,Glazing - other,,United States,448.890672,kg,ecoinvent-3.12-cutoff,829473bb-bf50-5529-8113-13a5eca435ec,3d664a5b7b62e92dee3835b2c8af38dd,Glazing - other,Glazing,Glazing,B4-B5,"Other types of glazing or associated components/materials that could not be classified with mat_type, including flat glass panes and processed glass such as coated, laminated, tempered, etc. (Excludes IGUs) | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: B4-B5."
B4-B5,Insulated glass unit IGU,,United States,5928.257124,kg,ecoinvent-3.12-cutoff,5621ea1d-c7a9-559d-bbfe-bb7202a3cf70,2b898e4b675d9ea79d9d7308e1bd7b80,Insulated glass unit IGU,Glazing,Glazing,B4-B5,"Includes multiple glass panes, spacer(s), desiccant, sealants, and any interlayer materials. Excludes window frames. | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: B4-B5."
B4-B5,Glass mat gypsum board,,United States,0.0,kg,ecoinvent-3.12-cutoff,4fd2cd4c-3919-5ed4-bb9c-8db5d2fa73ee,a66d7df5b24e0c76c2fa4873be4c06b4,Glass mat gypsum board,Gypsum,Plaster,B4-B5,"Non-combustible gypsum core with glass-mat surface on each side. Includes various thicknesses, types, and applications. | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: B4-B5."
B4-B5,Gypsum board,,United States,95235.360394,kg,ecoinvent-3.12-cutoff,70c98e41-41ab-5d00-9fee-c03331bf9216,1b3c38e902bbf524e6597f71aee4cda2,Gypsum board,Gypsum,Plaster,B4-B5,"standard gypsum board, excluding glass-mat products. Includes various thicknesses, types, and applications  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: B4-B5."
B4-B5,Extruded polystyrene XPS,,United States,12947.108937,kg,ecoinvent-3.12-cutoff,06be15cd-f2d9-5d8d-8f19-bad6be819cfd,065350adceb46205fbaa931c057ba534,Extruded polystyrene XPS,Insulation,Insulation,B4-B5,Extruded polystyrene closed-cell foam board insulation; conventional HFC- and/or lower-GWP blowing agent | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: B4-B5.
B4-B5,Fiberglass blanket,,United States,0.0,kg,ecoinvent-3.12-cutoff,a097bd6f-9dd9-511d-a2fa-53d8f2e907cf,9299ec7c27a6c841a110c7d61a48aa8f,Fiberglass blanket,Insulation,Insulation,B4-B5,Flexible insulating fiberglass batts or rolls. | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: B4-B5.
B4-B5,Other,,United States,0.0,kg,ecoinvent-3.12-cutoff,e5f75bfc-1e1b-5e2b-86a8-cf0aeb4ac141,1a837ee3849f066588a38aba19d15a60,Other,Other,Metal,B4-B5,All other products and materials that could not be otherwise classified and which represent less than 5% of the project's total mass and embodied carbon intensity.  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: B4-B5.
B4-B5,Fasteners,,United States,498.80357,kg,ecoinvent-3.12-cutoff,120cf8fc-ab85-5001-846a-94c50dc1a3c4,9df8c1cd1bb8ed544886078e8a063b65,Fasteners,Other metals,Metal,B4-B5,Various metalic fasteners | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: B4-B5.
B4-B5,Roofing and waterproofing - other,,United States,0.0,kg,ecoinvent-3.12-cutoff,f1af8f35-6095-5056-a160-e6e0f11870eb,6075bf87888355533444f10c70614b2e,Roofing and waterproofing - other,Roofing and waterproofing,Vapor barrier,B4-B5,Other roofing and waterproofing or associated componentents/materials that could not be classified with mat_type | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: B4-B5.
B4-B5,TPO,,United States,3394.9864,kg,ecoinvent-3.12-cutoff,df518696-7e81-5c72-b439-7480f35d45d3,7c97486978bf8a18d3410a4387dde7fa,TPO,Roofing and waterproofing,Roofing membrane,B4-B5,"Thermoplastic polyolefin (TPO) single-ply roof membranes. Various sizes, thicknesses, reinforcings, backings, and performances.  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: B4-B5."
B4-B5,Cold formed steel framing,,United States,0.0,kg,ecoinvent-3.12-cutoff,9847324e-930d-5991-9eae-648aa3d34779,d946184d3ac739a06d3569c72215c006,Cold formed steel framing,Steel,Metal,B4-B5,Cold-formed steel shapes for light framing such as studs and track. Galvanized or ungalvinzed. | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: B4-B5.
B4-B5,Decking,,United States,0.0,kg,ecoinvent-3.12-cutoff,36609602-80de-5681-80fe-7f1895bf7579,2b05e130f9528f7bc801722ad81d580c,Decking,Steel,Metal,B4-B5,Steel decking for floors and roofs. Includes range of surface treatments (galvanized or uncoated steel to which paint may be applied) and thickness/gauge. | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: B4-B5.
B4-B5,Hollow structural sections HSS,,United States,0.0,kg,ecoinvent-3.12-cutoff,dc0cba51-000a-5de2-bacb-2b57de080c80,2ee13f6617aecabf154337a5789fd1b5,Hollow structural sections HSS,Steel,Metal,B4-B5,Hollow structural sections. Fabricated or unfabricated. | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: B4-B5.
B4-B5,Hot-rolled sections,,United States,0.0,kg,ecoinvent-3.12-cutoff,cc4c0efb-ea80-5071-84cc-303174f31cba,3f8a3b1045a035181828b02f82b4e139,Hot-rolled sections,Steel,Metal,B4-B5,Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: B4-B5.
B4-B5,Plate,,United States,912.46822,kg,ecoinvent-3.12-cutoff,af43c2c4-0505-557f-9114-255cb11b7a3e,23e9c18e787efa0cb9e54d1bae4381ce,Plate,Steel,Metal,B4-B5,"Flat steel products (generally thicker than 1/4"") for structural appliations. Fabricated or unfabricated. | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: B4-B5."
B4-B5,Rebar and reinforcement,,United States,69.298236,kg,ecoinvent-3.12-cutoff,b0cd72d2-b115-521a-8abc-cbbc2639de39,9f0b0e654079fbac0e2c476547c62d6e,Rebar and reinforcement,Steel,Metal,B4-B5,"Steel reinforcement bars, including plain carbon steel and low-alloy steel of multiple grades and sizes for concrete and masonry reinforcement applications. Fabricated or unfabricated. Also includes other steel wire and steel mesh products.   | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: B4-B5."
B4-B5,Steel - other,,United States,0.0,kg,ecoinvent-3.12-cutoff,4d67dad1-00f3-5ea9-861f-2131bae8075b,d2a421d9e55aabc0489d5745b056ae68,Steel - other,Steel,Metal,B4-B5,Other types of steel or associated components/materials that could not be classified with mat_type. | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: B4-B5.
B4-B5,Wall coverings,,United States,18.150322,kg,ecoinvent-3.12-cutoff,d439aa96-8fae-52c6-97c9-d8823fe6e9c4,475c0bef26cb472c618b8f7be59aa64a,Wall coverings,Wall coverings,Wall coverings,B4-B5,"Various wall coverings. Primarily composed of textile and vinyl coverings, wallpaper, and miscelaneous trim | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: B4-B5."
B4-B5,Aluminum framed window,,United States,16.130016,kg,ecoinvent-3.12-cutoff,e29db5ed-e807-5d0b-bf3b-ab3958793a69,ae450266a237681f18ec5a4e35a5dd49,Aluminum framed window,Windows and frames,Window frame,B4-B5,Aluminum windows and frames. Various. Typically inclusive of hardware | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: B4-B5.
B4-B5,Steel framed window,,United States,0.0,kg,ecoinvent-3.12-cutoff,b2917647-ffd6-55eb-afa5-b0c0e036eacb,9f0b0e654079fbac0e2c476547c62d6e,Steel framed window,Windows and frames,Opening hardware,B4-B5,Steel windows and frames. Various. Typically inclusive of hardware | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: B4-B5.
B4-B5,Softwood framing,,United States,783.360469,kg,ecoinvent-3.12-cutoff,b485528a-670c-5946-8618-57582da42dd4,800d9d5c9b202beac263c956ffe0ec3e,Softwood framing,Wood and composites,Wood,B4-B5,Dimensional softwood framing lumber. Excludes heavy timber  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: B4-B5.
B4-B5,Softwood plywood,,United States,6268.152242,kg,ecoinvent-3.12-cutoff,47d8e423-094a-5e87-916f-00d382472c6c,10996c05033da28835d36bb60d005a08,Softwood plywood,Wood and composites,Wood,B4-B5,Various thicknesses of softwood plywood for interior or exterior applications. Typically exclusive of hardwood veneers. | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: B4-B5.
B4-B5,Wood and composites - other,,United States,2496.513437,kg,ecoinvent-3.12-cutoff,1d30bb3a-989f-55aa-bcfb-747ce151459c,6d0ddf0ae3c8812e3edf2e2f9ff2d2de,Wood and composites - other,Wood and composites,Wood,B4-B5,Other types of wood and composites or associated components/materials that could not be confidently with mat_type | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: B4-B5.
C2-C4,Acoustic ceiling tile fiber,,United States,0.0,kg,ecoinvent-3.12-cutoff,cd01fae0-80f3-5e17-9a29-f9b0431ef445,94d28cb7518244233ce4c524f4ed31b9,Acoustic ceiling tile fiber,Acoustic ceilings,Ceiling tile,C2-C4,"Fiber-based acoustic ceiling tiles. Various thicknesses, compositions, finishes, and NRC/CAC ratings | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: C2-C4."
C2-C4,Suspension assembly,,United States,0.0,kg,ecoinvent-3.12-cutoff,c47b5c3f-f969-5c69-b485-83e8a5d62379,d6418d3ed7ed3b7e7f5f809823204e52,Suspension assembly,Acoustic ceilings,Ceiling tile,C2-C4,"Steel suspension assemblies for acoustic ceiling tiles. Typically includes tracks, grids, and profile assemblies without associated hangers or hardware. Galvanized or ungalvanized and various finishes.  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: C2-C4."
C2-C4,Adhesives and sealants,,United States,0.0,kg,ecoinvent-3.12-cutoff,7bb58e6a-37e9-52a7-8e2e-311f5ac3b386,a4ec8071e006ee25b9f8e9082cb09dc3,Adhesives and sealants,Adhesives and sealants,Adhesive / Sealant,C2-C4,Various adhesives and sealants | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: C2-C4.
C2-C4,Air and vapor barriers,,United States,0.0,kg,ecoinvent-3.12-cutoff,26fd8503-77eb-59cd-b018-577b837d14f6,ec2c8a687ca0a75644b4b09569b99d87,Air and vapor barriers,Air and vapor barriers,Vapor barrier,C2-C4,Various air and vapor barriers | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: C2-C4.
C2-C4,Extrusion,,United States,0.0,kg,ecoinvent-3.12-cutoff,37fc0271-4a37-5ac3-9277-d050c3f68fb8,0f4a29836737c959f23373b5dc59d6d9,Extrusion,Aluminum,Metal,C2-C4,"Standard and/or thermally improved aluminum extrusions for various applications. Inclusive of finish where applicable (mill, painted, anodized, etc.). May include manufacturing inputs to storefront/curtain wall systems listed in Windows and frames.  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: C2-C4."
C2-C4,Roll formed metal panel steel,,United States,0.0,kg,ecoinvent-3.12-cutoff,d2c29cc0-0962-51a9-aa6e-fe168a4d7495,9f0b0e654079fbac0e2c476547c62d6e,Roll formed metal panel steel,Cladding,Metal,C2-C4,Roll-formed steel cladding panel such as standing seam or box rib; Various thickness and coatings | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: C2-C4.
C2-C4,Stucco finish,,United States,0.0,kg,ecoinvent-3.12-cutoff,e52c5723-022b-5abc-a2a6-11835a459de3,62b61f40fecd0b445617b16f24cd6be5,Stucco finish,Cladding,Wall coverings,C2-C4,Portland cement based or synthetic stucco. Excludes insulation for EIFS systems.  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: C2-C4.
C2-C4,Coatings - other,,United States,0.0,kg,ecoinvent-3.12-cutoff,dbefcab1-c9a5-5a5e-ae58-53423a63e2e4,1a837ee3849f066588a38aba19d15a60,Coatings - other,Coatings,Metal Coating,C2-C4,All other coatings for various surfaces and functions that could not be classified with a mat_type | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: C2-C4.
C2-C4,Paint,,United States,0.0,kg,ecoinvent-3.12-cutoff,7e4839ef-69ca-5d8f-8192-27f7605973bb,b3252a77c4dce9e3f8fedbde431c7b81,Paint,Coatings,Coating,C2-C4,Interior and exterior paints for surface decoration and/or protection. Various applications and chemical compositions.   | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: C2-C4.
C2-C4,GFRC general,,United States,0.0,kg,ecoinvent-3.12-cutoff,7532e6d7-d251-568e-9a91-98d2d928e8b4,f40a6d016d02c4406339fb51095c11d2,GFRC general,Concrete,Concrete,C2-C4,"General glass fiber reinforced concrete products. Various shapes, sizes, strengths, applications, and finishes. Excludes GFRC cladding panels which are reported separately.  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: C2-C4."
C2-C4,Precast,,United States,0.0,kg,ecoinvent-3.12-cutoff,9527ea55-305f-5f8a-ae9c-21458c7f3bd5,9d5f671f91d687a958b4a1943aa3d3b9,Precast,Concrete,Concrete,C2-C4,"Precast concrete products. Various strengths, mix designs, and applications. May contain reinforcing when LCA modeler selected an EPD that reflects multiple materials.  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: C2-C4."
C2-C4,Ready mix NW 3000,,United States,0.0,kg,ecoinvent-3.12-cutoff,dacdb722-4cf9-547c-9b0d-94550854f94d,ff1cf2621f46e527d86a91f791410eff,Ready mix NW 3000,Concrete,Concrete,C2-C4,Normal weight ready mix concrete. 3000 PSI. Exclusive of reinforcing. | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: C2-C4.
C2-C4,Aluminum door,,United States,0.0,kg,ecoinvent-3.12-cutoff,ea5c8133-c8c7-58ef-8cde-5541677eb6c9,6f5cf8c1a9792d83c896986c05a1560d,Aluminum door,Doors and frames,Door,C2-C4,"Aluminum doors mainly for exterior applications of various sizes, cores, insulating properties, and finishes.  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: C2-C4."
C2-C4,Aluminum door frame,,United States,0.0,kg,ecoinvent-3.12-cutoff,50263a5d-1707-5a63-b425-7589cbc66f34,6f5cf8c1a9792d83c896986c05a1560d,Aluminum door frame,Doors and frames,Door frame,C2-C4,Aluminum door frames. Various. | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: C2-C4.
